episode_id,show,episode_title,season,episode,auditory,auditory_rate,rating_myshows,rating_count,episode_length,date,number_of_comments
251,24 часа, Day 4: 3:00 P.M. - 4:00 P.M.,4,9,8192,39.68,4.341,176,43 мин.,14.02.2005,1
252,24 часа, Day 4: 4:00 P.M. - 5:00 P.M.,4,10,8185,39.65,4.346,179,43 мин.,21.02.2005,1
253,24 часа, Day 4: 5:00 P.M. - 6:00 P.M.,4,11,8177,39.61,4.337,178,43 мин.,28.02.2005,4
254,24 часа, Day 4: 6:00 P.M. - 7:00 P.M.,4,12,8175,39.6,4.33,179,43 мин.,07.03.2005,1
255,24 часа, Day 4: 7:00 P.M. - 8:00 P.M.,4,13,8167,39.56,4.354,181,43 мин.,14.03.2005,2
256,24 часа, Day 4: 8:00 P.M. - 9:00 P.M.,4,14,8159,39.52,4.32,178,43 мин.,21.03.2005,1
257,24 часа, Day 4: 9:00 P.M. - 10:00 P.M.,4,15,8147,39.46,4.285,0,43 мин.,28.03.2005,1
258,24 часа, Day 4: 10:00 P.M. - 11:00 P.M.,4,16,8145,39.45,4.341,182,43 мин.,04.04.2005,1
259,24 часа, Day 4: 11:00 P.M. - 12:00 A.M.,4,17,8145,39.45,4.29,176,43 мин.,11.04.2005,2
260,24 часа, Day 4: 12:00 A.M. - 1:00 A.M.,4,18,8138,39.42,4.316,177,43 мин.,18.04.2005,2
261,24 часа, Day 4: 1:00 A.M. - 2:00 A.M.,4,19,8135,39.4,4.383,175,43 мин.,25.04.2005,7
262,24 часа, Day 4: 2:00 A.M. - 3:00 A.M.,4,20,8135,39.4,4.382,178,43 мин.,02.05.2005,2
263,24 часа, Day 4: 3:00 A.M. - 4:00 A.M.,4,21,8134,39.4,4.358,179,43 мин.,09.05.2005,2
264,24 часа, Day 4: 4:00 A.M. - 5:00 A.M.,4,22,8132,39.39,4.344,180,43 мин.,16.05.2005,1
265,24 часа, Day 4: 5:00 A.M. - 6:00 A.M.,4,23,8131,39.38,4.361,183,43 мин.,23.05.2005,5
266,24 часа, Day 4: 6:00 A.M. - 7:00 A.M.,4,24,8128,39.37,4.477,193,43 мин.,23.05.2005,3
267,24 часа, Day 5: 7:00 A.M. - 8:00 A.M.,5,1,7811,37.83,4.432,176,43 мин.,15.01.2006,4
268,24 часа, Day 5: 8:00 A.M. - 9:00 A.M.,5,2,7792,37.74,4.339,0,43 мин.,15.01.2006,4
269,24 часа, Day 5: 9:00 A.M. - 10:00 A.M.,5,3,7781,37.69,4.258,0,43 мин.,16.01.2006,4
270,24 часа, Day 5: 10:00 A.M. - 11:00 A.M.,5,4,7773,37.65,4.31,174,43 мин.,16.01.2006,5
271,24 часа, Day 5: 11:00 A.M. - 12:00 P.M.,5,5,7768,37.63,4.287,0,43 мин.,23.01.2006,5
272,24 часа, Day 5: 12:00 P.M. - 1:00 P.M.,5,6,7759,37.58,4.293,0,43 мин.,30.01.2006,5
273,24 часа, Day 5: 1:00 P.M. - 2:00 P.M.,5,7,7751,37.54,4.284,176,43 мин.,06.02.2006,1
274,24 часа, Day 5: 2:00 P.M. - 3:00 P.M.,5,8,7741,37.5,4.259,174,43 мин.,13.02.2006,3
275,24 часа, Day 5: 3:00 P.M. - 4:00 P.M.,5,9,7736,37.47,4.246,175,43 мин.,20.02.2006,4
276,24 часа, Day 5: 4:00 P.M. - 5:00 P.M.,5,10,7729,37.44,4.269,175,43 мин.,27.02.2006,2
277,24 часа, Day 5: 5:00 P.M. - 6:00 P.M.,5,11,7726,37.42,4.286,175,43 мин.,06.03.2006,3
278,24 часа, Day 5: 6:00 P.M. - 7:00 P.M.,5,12,7718,37.38,4.366,175,43 мин.,06.03.2006,3
279,24 часа, Day 5: 7:00 P.M. - 8:00 P.M.,5,13,7716,37.37,4.403,176,43 мин.,13.03.2006,6
280,24 часа, Day 5: 8:00 P.M. - 9:00 P.M.,5,14,7709,37.34,4.339,171,43 мин.,20.03.2006,6
281,24 часа, Day 5: 9:00 P.M. - 10:00 P.M.,5,15,7703,37.31,4.355,169,43 мин.,27.03.2006,1
282,24 часа, Day 5: 10:00 P.M. - 11:00 P.M.,5,16,7698,37.29,4.353,0,43 мин.,03.04.2006,1
283,24 часа, Day 5: 11:00 P.M. - 12:00 A.M.,5,17,7694,37.27,4.347,173,43 мин.,10.04.2006,1
284,24 часа, Day 5: 12:00 A.M. - 1:00 A.M.,5,18,7689,37.24,4.357,171,43 мин.,17.04.2006,2
285,24 часа, Day 5: 1:00 A.M. - 2:00 A.M.,5,19,7688,37.24,4.363,0,43 мин.,24.04.2006,2
286,24 часа, Day 5: 2:00 A.M. - 3:00 A.M.,5,20,7685,37.22,4.376,170,43 мин.,01.05.2006,2
287,24 часа, Day 5: 3:00 A.M. - 4:00 A.M.,5,21,7687,37.23,4.36,172,43 мин.,08.05.2006,2
288,24 часа, Day 5: 4:00 A.M. - 5:00 A.M.,5,22,7684,37.22,4.335,173,43 мин.,15.05.2006,1
289,24 часа, Day 5: 5:00 A.M. - 6:00 A.M.,5,23,7682,37.21,4.358,173,43 мин.,22.05.2006,1
290,24 часа, Day 5: 6:00 A.M. - 7:00 A.M.,5,24,7683,37.21,4.409,181,43 мин.,22.05.2006,4
291,24 часа, Day 6: 6:00 A.M. - 7:00 A.M.,6,1,7461,36.14,4.324,176,43 мин.,14.01.2007,6
292,24 часа, Day 6: 7:00 A.M. - 8:00 A.M.,6,2,7452,36.1,4.295,176,43 мин.,14.01.2007,3
293,24 часа, Day 6: 8:00 A.M. - 9:00 A.M.,6,3,7445,36.06,4.282,0,43 мин.,15.01.2007,3
294,24 часа, Day 6: 9:00 A.M. - 10:00 A.M.,6,4,7437,36.02,4.36,178,43 мин.,15.01.2007,10
295,24 часа, Day 6: 10:00 A.M. - 11:00 A.M.,6,5,7432,36.0,4.297,172,43 мин.,22.01.2007,3
296,24 часа, Day 6: 11:00 A.M. - 12:00 P.M.,6,6,7424,35.96,4.222,0,43 мин.,29.01.2007,3
297,24 часа, Day 6: 12:00 P.M. - 1:00 P.M.,6,7,7413,35.91,4.257,171,43 мин.,05.02.2007,1
298,24 часа, Day 6: 1:00 P.M. - 2:00 P.M.,6,8,7412,35.9,4.298,171,43 мин.,12.02.2007,1
299,24 часа, Day 6: 2:00 P.M. - 3:00 P.M.,6,9,7407,35.88,4.292,171,43 мин.,12.02.2007,1
300,24 часа, Day 6: 3:00 P.M. - 4:00 P.M.,6,10,7403,35.86,4.322,171,43 мин.,19.02.2007,1
301,24 часа, Day 6: 4:00 P.M. - 5:00 P.M.,6,11,7395,35.82,4.244,172,43 мин.,26.02.2007,1
302,24 часа, Day 6: 5:00 P.M. - 6:00 P.M.,6,12,7384,35.77,4.283,173,43 мин.,05.03.2007,5
303,24 часа, Day 6: 6:00 P.M. - 7:00 P.M.,6,13,7372,35.71,4.205,176,43 мин.,12.03.2007,2
304,24 часа, Day 6: 7:00 P.M. - 8:00 P.M.,6,14,7370,35.7,4.202,173,43 мин.,19.03.2007,1
305,24 часа, Day 6: 8:00 P.M. - 9:00 P.M.,6,15,7367,35.68,4.269,167,43 мин.,26.03.2007,2
306,24 часа, Day 6: 9:00 P.M. - 10:00 P.M.,6,16,7366,35.68,4.268,168,43 мин.,02.04.2007,1
307,24 часа, Day 6: 10:00 P.M. - 11:00 P.M.,6,17,7362,35.66,4.3,170,43 мин.,09.04.2007,1
308,24 часа, Day 6: 11:00 P.M. - 12:00 A.M.,6,18,7360,35.65,4.222,0,43 мин.,16.04.2007,1
309,24 часа, Day 6: 12:00 A.M. - 1:00 A.M.,6,19,7360,35.65,4.271,0,43 мин.,23.04.2007,1
310,24 часа, Day 6: 1:00 A.M. - 2:00 A.M.,6,20,7357,35.64,4.29,169,43 мин.,30.04.2007,2
311,24 часа, Day 6: 2:00 A.M. - 3:00 A.M.,6,21,7352,35.61,4.24,175,43 мин.,07.05.2007,5
312,24 часа, Day 6: 3:00 A.M. - 4:00 A.M.,6,22,7352,35.61,4.218,0,43 мин.,14.05.2007,5
313,24 часа, Day 6: 4:00 A.M. - 5:00 A.M.,6,23,7350,35.6,4.224,174,43 мин.,21.05.2007,5
314,24 часа, Day 6: 5:00 A.M. - 6:00 A.M.,6,24,7349,35.6,4.25,184,43 мин.,21.05.2007,2
315,24 часа, Day 7: 8:00 A.M. - 9:00 A.M.,7,1,7228,35.01,4.393,168,43 мин.,11.01.2009,4
316,24 часа, Day 7: 9:00 A.M. - 10:00 A.M.,7,2,7213,34.94,4.393,168,43 мин.,11.01.2009,1
317,24 часа, Day 7: 10:00 A.M. - 11:00 A.M.,7,3,7206,34.9,4.494,174,43 мин.,12.01.2009,1
318,24 часа, Day 7: 11:00 A.M. - 12:00 P.M.,7,4,7197,34.86,4.407,0,43 мин.,12.01.2009,1
319,24 часа, Day 7: 12:00 P.M. - 1:00 P.M.,7,5,7187,34.81,4.468,173,43 мин.,19.01.2009,1
320,24 часа, Day 7: 1:00 P.M. - 2:00 P.M.,7,6,7185,34.8,4.36,172,43 мин.,26.01.2009,1
321,24 часа, Day 7: 2:00 P.M. - 3:00 P.M.,7,7,7180,34.78,4.372,0,43 мин.,02.02.2009,1
322,24 часа, Day 7: 3:00 P.M. - 4:00 P.M.,7,8,7174,34.75,4.423,0,43 мин.,09.02.2009,1
323,24 часа, Day 7: 4:00 P.M. - 5:00 P.M.,7,9,7170,34.73,4.42,174,43 мин.,16.02.2009,2
324,24 часа, Day 7: 5:00 P.M. - 6:00 P.M.,7,10,7168,34.72,4.443,176,43 мин.,23.02.2009,4
325,24 часа, Day 7: 6:00 P.M. - 7:00 P.M.,7,11,7160,34.68,4.392,176,43 мин.,02.03.2009,3
326,24 часа, Day 7: 7:00 P.M. - 8:00 P.M.,7,12,7158,34.67,4.419,172,43 мин.,02.03.2009,2
327,24 часа, Day 7: 8:00 P.M. - 9:00 P.M.,7,13,7155,34.66,4.392,171,43 мин.,09.03.2009,7
328,24 часа, Day 7: 9:00 P.M. - 10:00 P.M.,7,14,7151,34.64,4.422,166,43 мин.,16.03.2009,1
329,24 часа, Day 7: 10:00 P.M. - 11:00 P.M.,7,15,7148,34.62,4.398,166,43 мин.,23.03.2009,1
330,24 часа, Day 7: 11:00 P.M. - 12:00 A.M.,7,16,7144,34.6,4.44,168,43 мин.,30.03.2009,1
331,24 часа, Day 7: 12:00 A.M. - 1:00 A.M.,7,17,7141,34.59,4.38,0,43 мин.,06.04.2009,1
332,24 часа, Day 7: 1:00 A.M. - 2:00 A.M.,7,18,7141,34.59,4.412,165,43 мин.,13.04.2009,5
333,24 часа, Day 7: 2:00 A.M. - 3:00 A.M.,7,19,7139,34.58,4.388,165,43 мин.,20.04.2009,1
334,24 часа, Day 7: 3:00 A.M. - 4:00 A.M.,7,20,7137,34.57,4.371,0,43 мин.,27.04.2009,1
335,24 часа, Day 7: 4:00 A.M. - 5:00 A.M.,7,21,7130,34.54,4.363,0,43 мин.,04.05.2009,1
336,24 часа, Day 7: 5:00 A.M. - 6:00 A.M.,7,22,7129,34.53,4.395,172,43 мин.,11.05.2009,2
337,24 часа, Day 7: 6:00 A.M. - 7:00 A.M.,7,23,7125,34.51,4.433,0,43 мин.,18.05.2009,2
338,24 часа, Day 7: 7:00 A.M. - 8:00 A.M.,7,24,7128,34.53,4.46,176,43 мин.,18.05.2009,3
339,24 часа, Day 8: 4:00 P.M. - 5:00 P.M.,8,1,6970,33.76,4.343,175,43 мин.,17.01.2010,6
340,24 часа, Day 8: 5:00 P.M. - 6:00 P.M.,8,2,6944,33.64,4.243,177,43 мин.,17.01.2010,1
341,24 часа, Day 8: 6:00 P.M. - 7:00 P.M.,8,3,6938,33.61,4.337,0,43 мин.,18.01.2010,1
342,24 часа, Day 8: 7:00 P.M. - 8:00 P.M.,8,4,6931,33.57,4.36,178,43 мин.,18.01.2010,3
343,24 часа, Day 8: 8:00 P.M. - 9:00 P.M.,8,5,6908,33.46,4.303,0,43 мин.,25.01.2010,3
344,24 часа, Day 8: 9:00 P.M. - 10:00 P.M.,8,6,6875,33.3,4.313,176,43 мин.,01.02.2010,1
345,24 часа, Day 8: 10:00 P.M. - 11:00 P.M.,8,7,6854,33.2,4.331,175,43 мин.,08.02.2010,9
346,24 часа, Day 8: 11:00 P.M. - 12:00 A.M.,8,8,6827,33.07,4.356,174,43 мин.,15.02.2010,4
347,24 часа, Day 8: 12:00 A.M. - 1:00 A.M.,8,9,6812,33.0,4.324,173,43 мин.,22.02.2010,1
348,24 часа, Day 8: 1:00 A.M. - 2:00 A.M.,8,10,6803,32.95,4.32,175,43 мин.,01.03.2010,1
349,24 часа, Day 8: 2:00 A.M. - 3:00 A.M.,8,11,6794,32.91,4.358,0,43 мин.,08.03.2010,1
350,24 часа, Day 8: 3:00 A.M. - 4:00 A.M.,8,12,6766,32.77,4.387,173,43 мин.,15.03.2010,5
351,24 часа, Day 8: 4:00 A.M. - 5:00 A.M.,8,13,6752,32.71,4.306,180,43 мин.,22.03.2010,9
352,24 часа, Day 8: 5:00 A.M. - 6:00 A.M.,8,14,6749,32.69,4.35,177,43 мин.,29.03.2010,3
353,24 часа, Day 8: 6:00 A.M. - 7:00 A.M.,8,15,6742,32.66,4.278,176,43 мин.,05.04.2010,3
354,24 часа, Day 8: 7:00 A.M. - 8:00 A.M.,8,16,6741,32.65,4.429,182,43 мин.,05.04.2010,8
355,24 часа, Day 8: 8:00 A.M. - 9:00 A.M.,8,17,6736,32.63,4.378,180,43 мин.,12.04.2010,7
356,24 часа, Day 8: 9:00 A.M. - 10:00 A.M.,8,18,6729,32.59,4.337,175,43 мин.,19.04.2010,4
357,24 часа, Day 8: 10:00 A.M. - 11:00 A.M.,8,19,6716,32.53,4.27,178,43 мин.,26.04.2010,5
358,24 часа, Day 8: 11:00 A.M. - 12:00 P.M.,8,20,6714,32.52,4.378,180,43 мин.,03.05.2010,2
359,24 часа, Day 8: 12:00 P.M. - 1:00 P.M.,8,21,6714,32.52,4.395,177,43 мин.,10.05.2010,2
360,24 часа, Day 8: 1:00 P.M. - 2:00 P.M.,8,22,6707,32.49,4.451,182,43 мин.,17.05.2010,8
361,24 часа, Day 8: 2:00 P.M. - 3:00 P.M.,8,23,6701,32.46,4.486,183,43 мин.,24.05.2010,2
362,24 часа, Day 8: 3:00 P.M. - 4:00 P.M.,8,24,6702,32.46,4.533,195,43 мин.,24.05.2010,7
363,Дурман, You Can't Miss the Bear,1,1,18442,72.1,4.166,290,22 мин.,07.08.2005,6
364,Дурман, Free Goat,1,2,17821,69.67,4.175,280,22 мин.,15.08.2005,5
365,Дурман, Good Shit Lollipop,1,3,17397,68.01,4.351,271,22 мин.,22.08.2005,1
366,Дурман, Fashion of the Christ,1,4,17156,67.07,4.277,267,22 мин.,29.08.2005,3
367,Дурман, Lude Awakening,1,5,16951,66.27,4.32,269,22 мин.,05.09.2005,2
368,Дурман, Dead in the Nethers,1,6,16780,65.6,4.277,267,22 мин.,12.09.2005,2
369,Дурман, Higher Education,1,7,16657,65.12,4.302,265,22 мин.,19.09.2005,2
370,Дурман, The Punishment Light,1,8,16563,64.75,4.28,254,22 мин.,26.09.2005,3
371,Дурман, The Punishment Lighter,1,9,16505,64.53,4.346,254,22 мин.,03.10.2005,1
372,Дурман, The Godmother,1,10,16472,64.4,4.456,261,22 мин.,10.10.2005,5
373,Дурман, Corn Snake,2,1,15484,60.53,4.38,0,22 мин.,14.08.2006,5
374,Дурман, Cooking with Jesus,2,2,15411,60.25,4.415,248,22 мин.,21.08.2006,2
375,Дурман, Last Tango in Agrestic,2,3,15343,59.98,4.472,246,22 мин.,28.08.2006,4
376,Дурман, A.K.A the Plant,2,4,15284,59.75,4.427,0,22 мин.,04.09.2006,4
377,Дурман, Mrs. Botwin's Neighborhood,2,5,15228,59.53,4.431,246,22 мин.,11.09.2006,3
378,Дурман, Crush Girl Love Panic,2,6,15192,59.39,4.409,242,22 мин.,18.09.2006,3
379,Дурман, Must Find Toes,2,7,15156,59.25,4.348,244,22 мин.,25.09.2006,1
380,Дурман, MILF Money,2,8,15121,59.11,4.447,246,22 мин.,02.10.2006,1
381,Дурман, Bash,2,9,15090,58.99,4.382,241,22 мин.,09.10.2006,1
382,Дурман, Mile Deep and a Foot Wide,2,10,15056,58.86,4.41,244,22 мин.,16.10.2006,3
383,Дурман," Yeah, Just Like Tomatoes",2,11,15038,58.79,4.462,247,22 мин.,23.10.2006,1
384,Дурман, Pittsburgh,2,12,15037,58.79,4.595,269,22 мин.,30.10.2006,10
385,Дурман, Doing the Backstroke,3,1,14487,56.64,4.458,236,22 мин.,13.08.2007,2
386,Дурман, A Pool and His Money,3,2,14460,56.53,4.424,243,22 мин.,20.08.2007,2
387,Дурман, The Brick Dance,3,3,14417,56.36,4.379,240,22 мин.,27.08.2007,1
388,Дурман, Shit Highway,3,4,14386,56.24,4.388,0,22 мин.,03.09.2007,1
389,Дурман, Bill Sussman,3,5,14354,56.12,4.44,243,22 мин.,10.09.2007,1
390,Дурман, Grasshopper,3,6,14325,56.0,4.399,238,22 мин.,17.09.2007,2
391,Дурман, He Taught Me How to Drive By,3,7,14302,55.91,4.418,237,22 мин.,24.09.2007,4
392,Дурман, The Two Mrs. Scottsons,3,8,14280,55.83,4.389,234,22 мин.,01.10.2007,2
393,Дурман, Release the Hounds,3,9,14250,55.71,4.412,0,22 мин.,08.10.2007,2
394,Дурман, Roy Till Called,3,10,14232,55.64,4.416,233,22 мин.,15.10.2007,3
395,Дурман, Cankles,3,11,14211,55.56,4.415,0,22 мин.,22.10.2007,3
396,Дурман, The Dark Time,3,12,14193,55.49,4.443,230,22 мин.,29.10.2007,7
397,Дурман, Risk,3,13,14178,55.43,4.453,223,22 мин.,05.11.2007,1
398,Дурман, Protection,3,14,14172,55.4,4.448,230,22 мин.,12.11.2007,1
399,Дурман, Go,3,15,14167,55.39,4.492,242,22 мин.,19.11.2007,3
400,Дурман, Mother Thinks the Birds Are After Her,4,1,13643,53.34,4.347,219,22 мин.,16.06.2008,2
401,Дурман, Lady's a Charm,4,2,13608,53.2,4.348,227,22 мин.,23.06.2008,3
402,Дурман, The Whole Blah Damn Thing,4,3,13577,53.08,4.352,227,22 мин.,30.06.2008,1
403,Дурман, The Three Coolers,4,4,13547,52.96,4.428,229,22 мин.,07.07.2008,1
404,Дурман, No Man is Pudding,4,5,13534,52.91,4.468,233,22 мин.,14.07.2008,2
405,Дурман, Excellent Treasures,4,6,13515,52.84,4.4,0,22 мин.,21.07.2008,2
406,Дурман, Yes I Can,4,7,13508,52.81,4.388,227,22 мин.,28.07.2008,4
407,Дурман, I Am the Table,4,8,13493,52.75,4.398,226,22 мин.,04.08.2008,1
408,Дурман, Little Boats,4,9,13476,52.68,4.419,229,22 мин.,11.08.2008,2
409,Дурман, The Love Circle Overlap,4,10,13465,52.64,4.357,227,22 мин.,18.08.2008,1
410,Дурман, Head Cheese,4,11,13455,52.6,4.354,223,22 мин.,25.08.2008,2
411,Дурман, Till We Meet Again,4,12,13442,52.55,4.416,226,22 мин.,08.09.2008,3
412,Дурман," If You Work for a Living, Then Why Do You Kill Yourself Working?",4,13,13441,52.55,4.454,238,22 мин.,15.09.2008,8
413,Дурман, Wonderful Wonderful,5,1,12969,50.7,4.355,214,22 мин.,08.06.2009,4
414,Дурман, Machetes Up Top,5,2,12942,50.6,4.28,0,22 мин.,15.06.2009,4
415,Дурман, Su-Su-Sucio,5,3,12916,50.49,4.352,219,22 мин.,22.06.2009,1
416,Дурман, Super Lucky Happy,5,4,12888,50.39,4.279,0,22 мин.,29.06.2009,1
417,Дурман, Van Nuys,5,5,12874,50.33,4.327,223,22 мин.,06.07.2009,3
418,Дурман, A Modest Proposal,5,6,12841,50.2,4.28,218,22 мин.,13.07.2009,1
419,Дурман, Where the Sidewalk Ends,5,7,12812,50.09,4.303,0,22 мин.,20.07.2009,1
420,Дурман, A Distinctive Horn,5,8,12795,50.02,4.281,217,22 мин.,27.07.2009,5
421,Дурман, Suck 'n' Spit,5,9,12781,49.97,4.358,218,22 мин.,03.08.2009,1
422,Дурман, Perro Insano,5,10,12775,49.94,4.3,0,22 мин.,10.08.2009,1
423,Дурман, Ducks and Tigers,5,11,12760,49.88,4.254,213,22 мин.,17.08.2009,2
424,Дурман, Glue,5,12,12752,49.85,4.279,215,22 мин.,24.08.2009,1
425,Дурман, All About My Mom,5,13,12747,49.83,4.54,237,22 мин.,31.08.2009,6
426,Герои, Genesis,1,1,83162,79.55,4.542,992,53 мин.,25.09.2006,36
427,Герои, Don't Look Back,1,2,82160,78.59,4.571,948,45 мин.,02.10.2006,11
428,Герои, One Giant Leap,1,3,81533,77.99,4.613,934,45 мин.,09.10.2006,11
429,Герои, Collision,1,4,81083,77.56,4.617,927,45 мин.,16.10.2006,15
430,Герои, Hiros,1,5,80819,77.31,4.639,938,45 мин.,23.10.2006,16
431,Герои, Better Halves,1,6,80463,76.97,4.587,933,45 мин.,30.10.2006,12
432,Герои, Nothing to Hide,1,7,80205,76.72,4.584,933,45 мин.,06.11.2006,9
433,Герои, Seven Minutes to Midnight,1,8,79955,76.48,4.615,929,45 мин.,13.11.2006,7
434,Герои, Homecoming,1,9,79768,76.3,4.668,948,45 мин.,20.11.2006,19
435,Герои, Six Months Ago,1,10,79631,76.17,4.666,939,45 мин.,27.11.2006,21
436,Герои, Fallout,1,11,79401,75.95,4.663,940,45 мин.,04.12.2006,16
437,Герои, Godsend,1,12,79257,75.81,4.644,933,45 мин.,22.01.2007,10
438,Герои, The Fix,1,13,79143,75.7,4.618,931,45 мин.,29.01.2007,9
439,Герои, Distractions,1,14,79016,75.58,4.643,929,45 мин.,05.02.2007,15
440,Герои, Run!,1,15,78947,75.52,4.612,921,45 мин.,12.02.2007,8
441,Герои, Unexpected,1,16,78833,75.41,4.643,922,45 мин.,19.02.2007,26
442,Герои, Company Man,1,17,78731,75.31,4.667,952,45 мин.,26.02.2007,21
443,Герои, Parasite,1,18,78634,75.22,4.65,926,45 мин.,05.03.2007,19
444,Герои, .07%,1,19,78559,75.15,4.65,917,45 мин.,23.04.2007,11
445,Герои, Five Years Gone,1,20,78514,75.1,4.664,940,45 мин.,30.04.2007,26
446,Герои, The Hard Part,1,21,78433,75.02,4.617,916,45 мин.,07.05.2007,12
447,Герои, Landslide,1,22,78385,74.98,4.637,924,45 мин.,14.05.2007,15
448,Герои, How to Stop an Exploding Man,1,23,78347,74.94,4.689,993,45 мин.,21.05.2007,49
449,Герои, Four Months Later...,2,1,73730,70.53,4.547,875,45 мин.,24.09.2007,25
450,Герои, Lizards,2,2,73416,70.23,4.557,875,45 мин.,01.10.2007,23
451,Герои, Kindred,2,3,73171,69.99,4.547,864,45 мин.,08.10.2007,19
452,Герои, The Kindness of Strangers,2,4,72967,69.8,4.558,862,45 мин.,15.10.2007,12
453,Герои, Fight or Flight,2,5,72809,69.65,4.544,858,45 мин.,22.10.2007,13
454,Герои, The Line,2,6,72621,69.47,4.524,859,45 мин.,29.10.2007,17
455,Герои, Out of Time,2,7,72496,69.35,4.577,866,45 мин.,05.11.2007,20
456,Герои, Four Months Ago...,2,8,72367,69.22,4.585,855,45 мин.,12.11.2007,12
457,Герои, Cautionary Tales,2,9,72279,69.14,4.627,855,45 мин.,19.11.2007,23
458,Герои, Truth & Consequences,2,10,72207,69.07,4.555,852,45 мин.,26.11.2007,11
459,Герои, Powerless,2,11,72164,69.03,4.594,862,45 мин.,03.12.2007,27
460,Герои, The Second Coming,3,1,66368,63.48,4.399,840,45 мин.,22.09.2008,32
461,Герои, The Butterfly Effect,3,2,66118,63.24,4.442,822,45 мин.,22.09.2008,19
462,Герои," One of Us, One of Them",3,3,65838,62.98,4.467,816,45 мин.,29.09.2008,10
463,Герои, I Am Become Death,3,4,65606,62.76,4.474,818,45 мин.,06.10.2008,18
464,Герои, Angels and Monsters,3,5,65409,62.57,4.448,811,45 мин.,13.10.2008,22
465,Герои, Dying of the Light,3,6,65193,62.36,4.473,807,45 мин.,20.10.2008,22
466,Герои, Eris Quod Sum,3,7,65026,62.2,4.449,792,45 мин.,27.10.2008,8
467,Герои, Villains,3,8,64903,62.08,4.503,807,45 мин.,10.11.2008,18
468,Герои, It's Coming,3,9,64758,61.94,4.476,787,45 мин.,17.11.2008,15
469,Герои," The Eclipse, Part 1",3,10,64624,61.82,4.495,794,45 мин.,24.11.2008,8
470,Герои," The Eclipse, Part 2",3,11,64524,61.72,4.498,804,45 мин.,01.12.2008,20
471,Герои, Our Father,3,12,64335,61.54,4.523,784,45 мин.,08.12.2008,18
472,Герои, Dual,3,13,64189,61.4,4.502,779,45 мин.,15.12.2008,18
473,Герои, A Clear and Present Danger,3,14,64032,61.25,4.512,783,45 мин.,02.02.2009,20
474,Герои, Trust and Blood,3,15,63915,61.14,4.479,778,45 мин.,09.02.2009,12
475,Герои, Building 26,3,16,63812,61.04,4.442,774,45 мин.,16.02.2009,10
476,Герои, Cold Wars,3,17,63716,60.95,4.414,778,45 мин.,23.02.2009,12
477,Герои, Exposed,3,18,63629,60.86,4.456,776,45 мин.,02.03.2009,14
